City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
247,Torbay,CA,2021-12-13 03:36:45,47.6666,-52.7314,38.57,79,90,31.07
248,Katherine,AU,2021-12-13 03:36:46,-14.4667,132.2667,98.92,36,7,12.66
249,Ancud,CL,2021-12-13 03:36:46,-41.8697,-73.8203,50.43,81,100,3.89
250,Makat,KZ,2021-12-13 03:36:46,47.6469,53.3463,23.4,52,0,11.14
251,Totskoye,RU,2021-12-13 03:36:47,52.5248,52.7623,10.78,94,11,2.01
252,Hobyo,SO,2021-12-13 03:36:47,5.3505,48.5268,79.16,75,19,20.8
253,Kumylzhenskaya,RU,2021-12-13 03:36:47,49.8809,42.5898,21.97,52,100,13.96
254,Nisia Floresta,BR,2021-12-13 03:36:47,-6.0911,-35.2086,81.41,85,77,6.24
255,Irtyshskiy,RU,2021-12-13 03:36:48,58.3333,68.1333,13.24,94,99,7.2
256,Oranjemund,NA,2021-12-13 03:36:48,-28.55,16.4333,60.15,95,9,4.54
257,Husavik,IS,2021-12-13 03:36:48,66.0449,-17.3389,37.31,78,95,16.75
258,Van,TR,2021-12-13 03:36:48,38.4924,43.3831,25.95,93,40,4.61
259,Mangalagiri,IN,2021-12-13 03:36:49,16.4333,80.55,78.76,68,98,12.53
260,Samarai,PG,2021-12-13 03:36:49,-10.6167,150.6667,84.16,76,100,14.56
261,Kahului,US,2021-12-13 03:36:49,20.8947,-156.47,78.82,78,40,14.97
262,Qui Nhon,VN,2021-12-13 03:36:50,13.7667,109.2333,75.02,87,98,21.94
263,Lerwick,GB,2021-12-13 03:36:50,60.1545,-1.1494,51.8,77,100,46.3
264,Hayvoron,UA,2021-12-13 03:36:50,48.3396,29.8679,39.92,93,100,8.08
265,Yeppoon,AU,2021-12-13 03:36:50,-23.1333,150.7333,87.58,58,10,16.08
266,Sept-Iles,CA,2021-12-13 03:35:05,50.2001,-66.3821,27.12,59,75,11.5
267,Tarabha,IN,2021-12-13 03:36:51,20.7333,83.65,72.1,62,37,4.05
268,Bauchi,NG,2021-12-13 03:36:51,10.5,10.0,63.0,31,37,3.67
269,Mishelevka,RU,2021-12-13 03:36:51,52.8575,103.1719,17.8,93,100,7.9
270,Genhe,CN,2021-12-13 03:36:52,50.7833,121.5167,10.35,81,100,4.54
271,Harrisburg,US,2021-12-13 03:34:05,40.2737,-76.8844,40.1,54,1,3.0
272,Rosarito,MX,2021-12-13 03:36:52,32.3333,-117.0333,56.35,69,3,1.83
273,Vredendal,ZA,2021-12-13 03:37:52,-31.6683,18.5012,61.27,96,26,6.91
274,San Patricio,US,2021-12-13 03:37:53,28.017,-97.5169,64.26,78,3,4.92
275,Ucluelet,CA,2021-12-13 03:37:53,48.9329,-125.5528,39.09,87,94,6.44
276,Adrar,MR,2021-12-13 03:37:53,20.5022,-10.0711,63.25,18,24,10.04
277,Gobabis,NA,2021-12-13 03:37:53,-22.45,18.9667,66.16,75,12,8.95
278,Dunedin,NZ,2021-12-13 03:37:54,-45.8742,170.5036,61.05,72,92,11.54
279,Amapa,BR,2021-12-13 03:37:02,1.0,-52.0,71.44,100,63,1.9
280,Maniitsoq,GL,2021-12-13 03:37:54,65.4167,-52.9,20.43,61,4,5.93
281,Dwarka,IN,2021-12-13 03:37:54,22.2394,68.9678,75.25,48,0,9.69
282,Sao Goncalo Do Sapucai,BR,2021-12-13 03:37:55,-21.8922,-45.5953,69.75,95,99,1.66
283,Dikson,RU,2021-12-13 03:37:55,73.5069,80.5464,-17.27,96,81,17.94
284,Chapais,CA,2021-12-13 03:37:55,49.7834,-74.8492,29.98,95,100,13.06
